YEAR,CMTE_ID,TOTAL_TRANSACTIONS,CMTE_NAME
2006,C00076174,1000,NATIONWIDE POLITICAL PARTICIPATION COMMITTEE
2006,C00085316,1000,CIGNA CORPORATION POLITICAL ACTION COMMITTEE
2006,C00078287,1000,CNA FINANCIAL CORPORATION CITIZENS FOR GOOD GOVERNMENT
2006,C00170696,1000,MARSHALL AND ILSLEY CORPORATION POLITICAL ACTION COMMITTEE
2006,C00112763,1000,RETAIL INDUSTRY LEADERS ASSOCIATION POLITICAL ACTION COMMITTEE AKA RETAIL LEADERS PAC
2006,C00363879,1000,"ENTERGY CORPORATION POLITICAL ACTION COMMITTEE ""ENPAC"""
2006,C00079681,1000,NATIONAL PROPANE GAS ASSOCIATION POLITICAL ACTION COMMITTEE -PROPANEPAC
2006,C00361741,1000,INTUIT 21ST CENTURY LEADERSHIP FUND
2006,C00168070,1000,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
2006,C00360669,1000,SOUTHWEST AIRLINES PILOTS' ASSOCIATION POLITICAL ACTION COMMITTEE (SWAPA PAC)
2006,C00282921,1000,WINSTON & STRAWN LLP POLITICAL ACTION COMMITTEE
2006,C00169821,1000,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC)
2006,C00284810,1000,MARRIOTT INTERNATIONAL INC. POLITICAL ACTION COMMITTEE
2004,C00279497,1000,POLARIS INDUSTRIES INC POLITICAL PARTICIPATION PROGRAM
2004,C00066472,1000,PROPERTY CASUALTY INSURERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE  (PCIPAC)
2004,C00039016,1000,CLEVELAND-CLIFFS INC POLITICAL ACTION COMMITTEE (CLIFFS PAC)
2004,C00039578,1000,COUNCIL OF INSURANCE AGENTS & BROKERS POLITICAL ACTION COMMITTEE; THE
2004,C00369660,1000,VEN-PAC
2004,C00040329,1000,NATIONAL RETAIL FEDERATION RETAILPAC
2004,C00040923,1000,METLIFE INC. EMPLOYEES' POLITICAL PARTICIPATION FUND A
2004,C00042895,1000,PENNEYPAC - J.C.PENNEY CORP. INC. POLITICAL ACTION COMMITTEE
2004,C00365411,1000,DOING OUR NATION'S SERVICE POLITICAL ACTION COMMITTEE
2004,C00046474,1000,FORD MOTOR COMPANY CIVIC ACTION FUND
2004,C00063586,1000,UNITED STATES BEET SUGAR ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00364117,1000,PUTNAM FOR CONGRESS
2004,C00363945,1000,SYNGENTA CORPORATION POLITICAL ACTION COMMITTEE      (SYNGENTA PAC)
2004,C00076182,1000,NATIONAL TURKEY FEDERATION POLITICAL ACTION COMMITEE/TURPAC
2004,C00375865,1000,CONCERNED WOMEN POLITICAL ACTION COMMITTEE
2004,C00076299,1000,CME/PAC CHICAGO MERCANTILE EXCHANGE INC PAC
2004,C00357095,1000,ABRAHAM LINCOLN LEADERSHIP POLITICAL ACTION COMMITTEE
2004,C00076810,1000,GENERAL MOTORS CORPORATION POLITICAL ACTION COMMITTEE (GM PAC)
2004,C00081414,1000,AMERICAN SUGAR CANE LEAGUE OF USA INC POLITICAL ACTION COMMITTEE
2004,C00084491,1000,INTERNATIONAL FRANCHISE ASSOCIATION FRANCHISING POLITICAL ACTION COMMITTEE INC
2004,C00354290,1000,AMERICAN FAMILY MUTUAL INSURANCE COMPANY FEDERAL PAC (AMFAM PAC)
2004,C00353979,1000,TOM OSBORNE FOR US CONGRESS
2004,C00352963,1000,AMERICAN PROSPERITY POLITICAL ACTION COMMITTEE
2004,C00087791,1000,BROWN & WILLIAMSON TOBACCO CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE
2004,C00279455,1000,ZENECA INC. POLITICAL ACTION COMMITTEE
2004,C00038612,1000,SEARS POLITICAL ACTION COMMITTEE
2004,C00035204,1000,PETROLEUM MARKETERS ASSOCIATION OF AMERICAN\SMALL BUSINESS COMMITTEE
2004,C00109819,1000,COALPAC A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION
2004,C00376087,1000,MARIO DIAZ-BALART FOR CONGRESS
2004,C00404418,1000,STAND TALL AMERICA PAC (STAPAC)
2004,C00402909,1000,MAJORITY IN CONGRESS PAC
2004,C00402743,1000,HEALTH SAVINGS ACCOUNTS POLITICAL ACTION COMMITTEE INC
2004,C00000984,1000,UNITED STATES TELECOM ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00396671,1000,HARDWOOD FEDERATION PAC INC
2004,C00004101,1000,NATIONAL UTILITY CONTRACTORS ASSOCIATION LEGISLATIVE INFORMATION AND ACTION COMMITTEE
2004,C00004812,1000,MORTGAGE BANKERS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE
2004,C00390831,1000,JOHN S FUND
2004,C00004994,1000,PROFESSIONAL INSURANCE AGENTS POLITICAL ACTION COMMITTEE
2004,C00388793,1000,GROWTH AND PROSPERITY POLITICAL ACTION COMMITTEE AKA GAPPAC
2004,C00009985,1000,NATIONAL ASSOCIATION OF BROADCASTERS TELEVISION AND RADIO POLITICAL ACTION COMMITTEE
2004,C00010868,1000,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)
2004,C00386029,1000,HNTB CORPORATION POLITICAL ACTION COMMITTEE
2004,C00384974,1000,CONSERVATIVE AMERICAN NETWORK DELIVERING INCREASED CONGRESSIONAL EXCELLENCE PAC
2004,C00012518,1000,WACHOVIA CORPORATION EMPLOYEES GOOD GOVERNMENT FEDERAL FUND I
2004,C00024869,1000,GENERAL ELECTRIC COMPANY POLITICAL ACTION COMMITTEE
2004,C00028787,1000,NATIONAL CATTLEMEN'S BEEF ASSOCIATION POLITICAL ACTION COMMITTEE (NCBA-PAC)
2004,C00381384,1000,13TH COLONY LEADERSHIP COMMITTEE INC
2004,C00379479,1000,"HAWKEYE PAC, THE"
2004,C00377689,1000,PROSPERITY PAC
2004,C00033423,1000,HSBC NORTH AMERICA POLITICAL ACTION COMMITTEE (H-PAC)
2004,C00376756,1000,CAROLINA MAJORITY PAC
2004,C00033969,1000,NOVARTIS CORPORATION POLITICAL ACTION COMMITTEE (A.K.A. NOVARTIS PAC)
2004,C00348359,1000,NATIONAL CONSERVATIVE CAMPAIGN FUND
2004,C00090209,1000,YELLOW ROADWAY POLITICAL ACTION COMMITTEE
2004,C00311043,1000,BRADY FOR CONGRESS
2004,C00250720,1000,FRIENDS OF SAM JOHNSON
2004,C00204099,1000,DEERE & COMPANY POLITICAL ACTION COMMITTEE (JOHN DEERE POLITICAL ACTION COMMITTEE)
2004,C00213173,1000,PRESTON GATES ELLIS
2004,C00314625,1000,"SYSCO CORPORATION GOOD GOVERNMENT POLITICAL ACTION COMMITTEE (""SYSCO PAC"")"
2004,C00310532,1000,KAY GRANGER CAMPAIGN FUND
2004,C00233247,1000,MANAGEMENT ASSOCIATION FOR PRIVATE PHOTOGRAMMETRIC SURVEYORS PAC (MAPPS PAC)
2004,C00236372,1000,CARLSON RESTAURANTS WORLDWIDE PAC
2004,C00245548,1000,NATIONAL MARINE MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00250068,1000,"GROCERY MANUFACTURERS OF AMERICA INC POLITICAL ACTION COMMITTEE (""GMA PAC"")"
2004,C00250209,1000,ALLIANT TECHSYSTEMS INC EMPLOYEE CITIZENSHIP FUND
2004,C00254953,1000,BROOKE HOLDINGS INC AND JACKSON NATIONAL LIFE INSURANCE COMPANY SEPARATE SEGREGATED FUND
2004,C00325993,1000,DEFEND AMERICA PAC
2004,C00301929,1000,"COLLIER, SHANNON, SCOTT, PLLC POLITICAL ACTION COMMITTEE"
2004,C00255976,1000,LINDER FOR CONGRESS
2004,C00257337,1000,KEN CALVERT FOR CONGRESS
2004,C00299404,1000,FRELINGHUYSEN FOR CONGRESS
2004,C00297085,1000,EASTMAN KODAK COMPANY EMPLOYEE POLITICAL ACTION COMMITTEE
2004,C00296624,1000,FLORIDA CRYSTALS INC PAC
2004,C00257956,1000,BOB GOODLATTE FOR CONGRESS COMMITTEE
2004,C00258855,1000,VOLUNTEERS FOR SHIMKUS
2004,C00282731,1000,COUNTRYWIDE FINANCIAL CORPORATION PAC
2004,C00201871,1000,NATIONAL PORK PRODUCERS COUNCIL PORK PAC
2004,C00000042,1000,ILLINOIS TOOL WORKS FOR BETTER GOVERNMENT COMMITTEE
2004,C00128918,1000,PRINCIPAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
2004,C00141218,1000,EXELON CORPORATION POLITICAL ACTION COMMITTEE (EXELONPAC)
2004,C00149104,1000,CHS INC. - AGRILIANCE LLC POLITICAL ACTION COMMITTEE
2004,C00168864,1000,HARTFORD FINANCIAL SERVICES GROUP INC ADVOCATES FUND FKA (HARTFORD ADVOCATES FUND)
2004,C00185694,1000,ASSURANT INC. POLITICAL ACTION COMMITTEE
2004,C00163253,1000,MDU RESOURCES GROUP GOOD GOVERNMENT FUND
2004,C00330696,1000,ASSOCIATED MILK PRODUCERS INC PAC (AMPIPAC) FKA NORTH CENTRAL AMPI INC PAC (NCAMPIPAC)
2004,C00118943,1000,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY POLITICAL ACTION COMMITTEE
2004,C00142489,1000,ALLETE PAC (ALLETE POLITICAL ACTION COMMITTEE)
2004,C00341768,1000,T.E.A.M. PAC
2004,C00167684,1000,AMERICAN SUGARBEET GROWERS ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00147173,1000,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE"
2004,C00335026,1000,CENDANT CORPORATION POLITICAL ACTION COMMITTEE
2004,C00163832,1000,CSX CORPORATION GOOD GOVERNMENT FUND
2004,C00333534,1000,CENTERPOINT ENERGY INC. POLITICAL ACTION COMMITTEE
2002,C00311043,1000,BRADY FOR CONGRESS
2002,C00270249,1000,PETER HOEKSTRA FOR  CONGRESS
2002,C00361956,1000,21ST CENTURY MAJORITY FUND
2002,C00358663,1000,AMERICAN RESORT DEVELOPMENT ASSOCIATION RESORT OWNERS COALITION PAC (ARDA-ROC PAC)
2002,C00363879,1000,"ENTERGY CORPORATION POLITICAL ACTION COMMITTEE ""ENPAC"""
2002,C00273136,1000,"OLSSON, FRANK AND WEEDA PC FREEDOM PAC"
2002,C00355461,1000,CANTOR FOR CONGRESS
2002,C00269340,1000,LOBIONDO FOR CONGRESS
2002,C00261958,1000,FRIENDS OF JACK KINGSTON
2002,C00364117,1000,PUTNAM FOR CONGRESS
2002,C00365692,1000,FORBES FOR CONGRESS
2002,C00354290,1000,AMERICAN FAMILY MUTUAL INSURANCE COMPANY FEDERAL PAC (AMFAM FEDERAL PAC)
2002,C00375196,1000,WELPAC
2002,C00375246,1000,PROSPERITY HELPS INSPIRE LIBERTY POLITICAL ACTION COMMITTEE (PHILPAC)
2002,C00377010,1000,PEACE THROUGH STRENGTH POLITICAL ACTION COMMITTEE
2002,C00260547,1000,BACHUS FOR CONGRESS COMMITTEE
2002,C00377663,1000,MILEAD FUND
2002,C00377689,1000,PROSPERITY PAC
2002,C00379057,1000,AMERICANS FOR COMMON SENSE GOVERNMENT
2002,C00382036,1000,DEMOCRACY BELIEVERS POLITICAL ACTION COMMITTEE (DB PAC)
2002,C00354753,1000,DEVON ENERGY CORPORATION POLITICAL ACTION COMMITTEE ('DEC PAC')
2002,C00350520,1000,ISSA FOR CONGRESS
2002,C00279299,1000,PORTMAN FOR CONGRESS COMMITTEE
2002,C00257956,1000,BOB GOODLATTE FOR CONGRESS COMMITTEE
2002,C00311308,1000,"TIMKEN COMPANY GOOD GOVERNMENT FUND, THE"
2002,C00307769,1000,GUIDANT CORPORATION PAC
2002,C00326629,1000,KLINE FOR CONGRESS
2002,C00326975,1000,RADANOVICH FOR CONGRESS '98
2002,C00329425,1000,NATIONAL FRANCHISEE ASSOCIATION PAC (NFA-PAC)
2002,C00330720,1000,TRUST PAC; TEAM REPUBLICANS FOR UTILIZING SENSIBLE TACTICS
2002,C00331090,1000,RAD POLITICAL ACTION COMMITTEE
2002,C00331397,1000,SIMPSON FOR CONGRESS
2002,C00304634,1000,MINEPAC A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION
2002,C00351288,1000,ED SCHROCK FOR CONGRESS
2002,C00303024,1000,LOCKHEED MARTIN EMPLOYEES POLITICAL ACTION COMMITTEE
2002,C00301929,1000,"COLLIER, SHANNON, SCOTT, PLLC POLITICAL ACTION COMMITTEE"
2002,C00340083,1000,DEAN FOODS COMPANY POLITICAL ACTION COMMITTEE
2002,C00300418,1000,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION VOLUNTARY POLITICAL ACTION COMMITTEE
2002,C00296632,1000,CIRCUIT CITY STORES INC.  POLITICAL ACTION COMMITTEE
2002,C00344150,1000,FLETCHER FOR CONGRESS
2002,C00349431,1000,REHBERG FOR CONGRESS
2002,C00311159,1000,NATIONAL HARDWOOD LUMBER ASSOCIATION PAC INC
2002,C00338848,1000,HOOSIER POLITICAL ACTION COMMITTEE (HOOSIER PAC)
2002,C00000042,1000,ILLINOIS TOOL WORKS FOR BETTER GOVERNMENT COMMITTEE
2002,C00257402,1000,TEXANS FOR HENRY BONILLA
2002,C00035451,1000,AIR LINE PILOTS ASSOCIATION PAC
2002,C00096156,1000,HONEYWELL INTERNATIONAL POLITICAL ACTION COMMITTEE (HIPAC)
2002,C00172841,1000,UNITED EGG ASSOCIATION POLITICAL ACTION COMMITTEE (EGGPAC)
2002,C00085373,1000,KMART POLITICAL ACTION COMMITTEE
2002,C00087791,1000,BROWN & WILLIAMSON TOBACCO CORPORATION EMPLOYEE POLITICAL ACTION COMMITTEE AKA EMPAC
2002,C00028316,1000,STEVENS FOR SENATE COMMITTEE
2002,C00168070,1000,AMERICAN AMBULANCE ASSOCIATION FEDERAL PAC (AKA AMBU-PAC)
2002,C00043687,1000,DAIMLERCHRYSLER CORPORATION POLITICAL SUPPORT COMMITTEE
2002,C00158980,1000,"BOND MARKET ASSOCIATION POLITICAL ACTION COMMITTEE, THE"
2002,C00153213,1000,MIKE BILIRAKIS FOR CONGRESS
2002,C00147173,1000,"WINE AND SPIRITS WHOLESALERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE"
2002,C00042960,1000,AMERICAN FROZEN FOOD INSTITUTE POLITICAL ACTION COMMITTEE (AFFI-PAC)
2002,C00142489,1000,ALLETE PAC (ALLETE POLITICAL ACTION COMMITTEE)
2002,C00126961,1000,COMMITTEE TO RE-ELECT CONGRESSMAN DUNCAN HUNTER
2002,C00022343,1000,INDEPENDENT INSURANCE AGENTS OF AMERICA POLITICAL ACTION COMMITTEE (INSURPAC)
2002,C00125641,1000,INTEL CORPORATION POLITICAL ACTION COMMITTEE
2002,C00122671,1000,PEPSI-COLA BOTTLERS ASSOCIATION-PAC
2002,C00115303,1000,WYETH GOOD GOVERNMENT FUND
2002,C00039016,1000,CLEVELAND-CLIFFS INC POLITICAL ACTION COMMITTEE (CLIFFS PAC)
2002,C00039214,1000,NATIONAL LUMBER AND BUILDING MATERIAL DEALERS ASSN POLITICAL ACTION COMMITTEE (LUDPAC)
2002,C00109819,1000,COALPAC A POLITICAL ACTION COMMITTEE OF THE NATIONAL MINING ASSOCIATION
2002,C00042424,1000,ST PAUL COMPANIES INC FKA ST PAUL VOLUNTEERS FOR GOOD GOVERNMENT
2002,C00040535,1000,AMERICAN EXPRESS COMPANY POLITICAL ACTION COMMITTEE (AXPPAC)
2002,C00255257,1000,AMERICAN MOVING AND STORAGE ASSOCIATION FKA AMERICAN MOVERS CONFERENCE
2002,C00102764,1000,AMERICAN CHIROPRACTIC ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00100537,1000,BILL THOMAS CAMPAIGN COMMITTEE
2002,C00100107,1000,NATIONAL SOFT DRINK ASSOCIATION POLITICAL ACTION COMMITTEE AKA SOFT DRINK PAC
2002,C00187526,1000,CITY POLITICAL ACTION COMMITTEE (CITY PAC)
2002,C00184028,1000,ING AMERICA INSURANCE HOLDINGS INC. POLITICAL ACTION COMMITTEE (ING US PAC)
2002,C00200980,1000,CASS BALLENGER FOR CONGRESS COMMITTEE
2002,C00235309,1000,DIRECT VOICE THE POLITICAL ACTION COMMITTEE OF THE DIRECT MARKETING ASSOCIATION
2002,C00250209,1000,ALLIANT TECHSYSTEMS INC EMPLOYEE CITIZENSHIP FUND
2002,C00250027,1000,KIRBY CORPORATION POLITICAL ACTION COMMITTEE
2002,C00000984,1000,UNITED STATES TELECOM ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00244863,1000,NATIONAL ROOFING CONTRACTORS ASSOCIATION (ROOFPAC)
2002,C00242370,1000,MONTGOMERY WATSON AMERICAS INC EMPLOYEE PAC
2002,C00242057,1000,REED SMITH POLITICAL ACTION COMMITTEE
2002,C00078451,1000,GENERAL DYNAMICS VOLUNTARY POLITICAL CONTRIBUTION PLAN
2002,C00235739,1000,BURLINGTON NORTHERN SANTA FE CORPORATION RAILPAC (BNSF RAILPAC)
2002,C00002238,1000,NATIONAL COUNCIL OF FARMER COOPERATIVES CO-OP/PAC
2002,C00067504,1000,SECURITIES INDUSTRY ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00202523,1000,WALLY HERGER FOR CONGRESS COMMITTEE
2002,C00006080,1000,AMERICAN HEALTH CARE ASSOCIATION POLITICAL ACTION COMMITTEE (AHCA-PAC)
2002,C00009985,1000,NATIONAL ASSOCIATION OF BROADCASTERS TELEVISION AND RADIO POLITICAL ACTION COMMITTEE
2002,C00014944,1000,BUD SHUSTER FOR CONGRESS COMMITTEE
2002,C00010868,1000,AMERICAN COUNCIL OF ENGINEERING COMPANIES (ACEC/PAC)
2002,C00223297,1000,CHRISTOPHER COX CONGRESSIONAL COMMITTEE
2002,C00221861,1000,GROWPAC
2002,C00221168,1000,ARTHUR ANDERSEN PAC
2002,C00218263,1000,TCF PAC
2002,C00208090,1000,HASTERT FOR CONGRESS COMMITTEE
2002,C00217216,1000,FIRST HEALTH GROUP CORP. PAC (FHGPAC)
2000,C00314641,1000,LEADERSHIP PAC 2000
2000,C00360362,1000,SCHWAN'S POLITICAL ACTION COMMITTEE (SCHWAN'S PAC)
2000,C00340810,1000,PAC '96
2000,C00355271,1000,FEDERAL VICTORY FUND
2000,C00330241,1000,JUDY BIGGERT FOR CONGRESS
2000,C00346536,1000,CLUB FOR GROWTH INC PAC
2000,C00344648,1000,RELY ON YOUR BELIEFS FUND
2000,C00315275,1000,RE-ELECT FRESHMAN OF THE REPUBLICAN MAJORITY (REFORM PAC)
2000,C00166348,1000,SOUTHERN MINNESOTA SUGAR COOPERATIVE POLITICAL ACTION COMMITTEE
2000,C00242768,1000,JOHN T DOOLITTLE FOR CONGRESS
2000,C00121368,1000,EXXON MOBIL CORPORATION POLITICAL ACTION COMMITTEE (EXXONMOBIL PAC)
2000,C00009985,1000,NATIONAL ASSOCIATION OF BROADCASTERS TELEVISION AND RADIO POLITICAL ACTION COMMITTEE
2000,C00018945,1000,DORSEY NATIONAL FUND
2000,C00236372,1000,CARLSON RESTAURANTS WORLDWIDE PARTICIPATING ACTIVE CITIZENS
2000,C00103937,1000,EAGLE FORUM PAC
2000,C00104851,1000,UST EXECUTIVES ADMINISTRATORS AND MANAGERS POLITICAL ACTION COMMITTEE (AKA USTEAM PAC)
2000,C00239905,1000,HOBSON FOR CONGRESS COMMITTEE
2000,C00184028,1000,ING AMERICA LIFE CORPORATION POL ACTION CMTE (ING US PAC) FKA LIFE INSURANCE CO OF GEORGIA
2000,C00107771,1000,XCEL ENERGY EMPLOYEE POLITICAL ACTION COMMITTEE
2000,C00121319,1000,AID ASSOCIATION FOR LUTHERANS EMPLOYEE POLITICAL ACTION COMMITTEE
2004,C70001847,983,AMERICAN MEDICAL ASSOCIATION
2002,C00009704,954,CONSERVATIVE VICTORY FUND
2002,C70000716,805,NATIONAL RIFLE ASSOCIATION (INSTITUTE FOR LEGISLATIVE ACTION)
2006,C70001243,768,NATIONAL FEDERATION OF INDEPENDENT BUSINESS
2002,C00149104,750,CENEX HARVEST STATES COOPERATIVES-COUNTRY ENERGY LLC POLITICAL ACTION COMMITTEE
2002,C00362376,750,LIFECORE BIOMEDICAL POLITICAL ACTION COMMITTEE
2002,C70002969,738,NATIONAL FEDERATION OF INDEPENDENT BUSINESS SAVE AMERICA'S FREE ENTERPRISE TRUST
2002,C00343236,714,CULBERSON FOR CONGRESS
2004,C00111278,548,NATIONAL RIGHT TO LIFE POLITICAL ACTION COMMITTEE
2002,C00107615,501,AMERICAN RENTAL ASSOCIATION POLITICAL ACTION COMMITTEE (ARAPAC)
2000,C00107615,501,AMERICAN RENTAL ASSOCIATION POLITICAL ACTION COMMITTEE (ARAPAC)
2006,C00398909,500,PERENNIAL STRATEGY PAC
2006,C00335570,500,ACADIAN AMBULANCE SERVICE INC. EMPLOYEE PAC
2006,C00112623,500,"WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE"
2006,C00333427,500,WALDEN FOR CONGRESS INC.
2006,C00122671,500,PEPSI-COLA BOTTLERS ASSOCIATION-PAC
2006,C00331173,500,NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE ('NEMA PAC')
2006,C00430116,500,WINONA COUNTY MN REPUBLICANS
2006,C00065219,500,WINE INSTITUTE POLITICAL ACTION COMMITTTE
2006,C00280321,500,PMA GROUP POLITICAL ACTION COMMITTEE
2006,C00386904,500,B&D PAC
2006,C00214304,500,FOOD LION INC POLITICAL ACTION COMMITTEE
2006,C00279828,500,TEXTILE RENTAL SERVICES ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE (TRSAPAC)
2004,C00352054,500,ARMENIAN AMERICAN PAC (ARMENPAC)
2004,C00002238,500,NATIONAL COUNCIL OF FARMER COOPERATIVES CO-OP/PAC
2004,C00090415,500,NATIONAL SOCIETY OF PROFESSIONAL ENGINEERS POLITICAL ACTION COMMITTEE (NSPE-PAC)
2004,C00255257,500,AMERICAN MOVING AND STORAGE ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00284810,500,MARRIOTT INTERNATIONAL INC. POLITICAL ACTION COMMITTEE
2004,C00000794,500,LENT & SCRIVNER PAC
2004,C00386904,500,B AND D SAGAMORE PAC
2004,C00042069,500,MONSANTO COMPANY CITIZENSHIP FUND AKA MONSANTO CITIZENSHIP FUND
2004,C00303032,500,INTERNATIONAL WAREHOUSE LOGISTICS ASSOCIATION POLITICAL ACTION COMMITTEE
2004,C00331173,500,NATIONAL ELECTRICAL MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE ('NEMA PAC')
2004,C00188011,500,NATIONAL TANK TRUCK CARRIERS POLITICAL ACTION COMMITTEE
2004,C00169821,500,TYSON FOODS INC POLITICAL ACTION COMMITTEE (TYPAC)
2004,C00168542,500,GREAT LAKES SUGAR BEET GROWERS POLITICAL ACTION COMMITTEE
2004,C00215491,500,FAEGRE AND BENSON PROFESSIONAL LIMITED LIABILITY PARTNERSHIP FEDERAL POLITICAL COMMITTEE
2004,C00385740,500,FROZEN FOOD POLITICAL ACTION COMMITTEE
2004,C00104901,500,"AKIN, GUMP, STRAUSS, HAUER & FELD LLP CIVIC ACTION COMMITTEE"
2004,C00376939,500,MARSHA BLACKBURN FOR CONGRESS INC.
2004,C00332031,500,INDEPENDENT ELECTRICAL CONTRACTORS INC PAC (IEC PRIDE PAC)
2004,C00254656,500,SUGAR CANE GROWERS COOPERATIVE OF FLORIDA (PAC)
2004,C00012328,500,FLORIDA SUGAR CANE LEAGUE PAC
2002,C00066472,500,NATIONAL ASSOCIATION OF INDEPENDENT INSURERS POLITICAL ACTION COMMITTEE
2002,C00059832,500,AUCTION MARKETS POLITICAL ACTION COMMITTEE OF THE CHICAGO BOARD OF TRADE A/K/A AMPAC/CBT
2002,C00042069,500,MONSANTO COMPANY CITIZENSHIP FUND AKA MONSANTO CITIZENSHIP FUND
2002,C00033944,500,FEED INDUSTRY POLITICAL ACTION COMMITTEE/AMERICAN FEED INDUSTRY ASSOCIATION
2002,C00041178,500,TEXACO INC. POLITICAL INVOLVEMENT COMMITTEE
2002,C00040394,500,THE WILLIAMS COMPANIES INC. POLITICAL ACTION COMMITTEE
2002,C00040329,500,NATIONAL RETAIL FEDERATION RETAILPAC
2002,C00034470,500,DIAGEO NORTH AMERICA INC.  EMPLOYEES' POLITICAL PARTICIPATION COMMITTEE
2002,C00076588,500,CF INDUSTRIES EMPLOYEES' GOOD GOVERNMENT FUND
2002,C00030734,500,DISTILLED SPIRITS COUNCIL OF THE UNITED STATES INC POLITICAL ACTION COMMITTEE
2002,C00022988,500,AMERICAN NURSERY AND LANDSCAPE ASSOCIATION - POLITICAL ACTION COMMITTEE
2002,C00366468,500,CORRECTIONS CORPORATION OF AMERICA INC POLITICAL ACTION COMMITTEE
2002,C00012328,500,FLORIDA SUGAR CANE LEAGUE PAC
2002,C00003756,500,NATIONAL FOOD PROCESSORS ASSOCIATION POLITICAL ACTION COMMITTEE (NFPAC)
2002,C00001875,500,AMERICA'S COMMUNITY BANKERS COMMUNITY CAMPAIGN COMMITTEE
2002,C00075341,500,MOTOROLA CIVIC ACTION CAMPAIGN FUND
2002,C00103143,500,AMERICAN INSURANCE ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00164152,500,NATIONAL LEAGUE OF POSTMASTERS OF THE US POLITICIAL ACTION COMMITTEE
2002,C00320077,500,JIM RYUN FOR CONGRESS
2002,C00248849,500,CROPLIFE AMERICA POLITICAL ACTION COMMITTEE
2002,C00236778,500,OWNER-OPERATOR INDEPENDENT DRIVERS ASSN INC POLITICAL ACTION COMMITTEE (AKA OOIDA-PAC)
2002,C00283135,500,NATIONAL ASSOCIATION OF HEALTH UNDERWRITERS PAC (HUPAC)
2002,C00284810,500,MARRIOTT INTERNATIONAL INC POLITICAL ACTION COMMITTEE
2002,C00285189,500,SOUDER FOR CONGRESS INC
2002,C00285387,500,CONTINUE THE MAJORITY
2002,C00286583,500,MINNESOTA COMMITTEE FOR THE REPUBLICAN CONGRESS
2002,C00215491,500,FAEGRE & BENSON LIMITED LIABILITY PARTNERSHIP
2002,C00304949,500,WATTS FOR CONGRESS
2002,C00199653,500,STEWART & STEVENSON SERVICES INC GOOD GOVERNMENT COMMITTEE
2002,C00171330,500,HOLLAND & KNIGHT COMMITTEE FOR EFFECTIVE GOVERNMENT
2002,C00168542,500,GREAT LAKES SUGAR BEET GROWERS POLITICAL ACTION COMMITTEE
2002,C00312090,500,MORAN FOR KANSAS
2002,C00077362,500,AMERICAN FURNITURE MANUFACTURERS ASSOCIATION POLITICAL ACTION COMMITTEE
2002,C00252338,500,AMERICAN CHEMISTRY COUNCIL PAC
2002,C00132092,500,ALLIANT ENERGY EMPLOYEE'S POLITICAL ACTION COMM
2002,C00081455,500,RELIANT RESOURCES INC. PAC (REPAC)
2002,C00116145,500,INTERSTATE NATURAL GAS ASSOCIATION OF AMERICA POLITICAL ACTION COMMITTEE
2002,C00112896,500,PHILLIPS PETROLEUM COMPANY POLITICAL ACTION COMMITTEE
2002,C00112623,500,"WHITE CASTLE SYSTEM, INC POLITICAL ACTION COMMITTEE"
2002,C00107300,500,AMERICAN AIRLINES POLITICAL ACTION COMMITTEE
2002,C00104901,500,"AKIN, GUMP, STRAUSS, HAUER & FELD LLP CIVIC ACTION COMMITTEE"
2002,C00097865,500,NATSO INC
2002,C00342386,500,HEART PAC
2002,C00081414,500,AMERICAN SUGAR CANE LEAGUE POLITICAL ACTION COMMITTEE
2002,C00343376,500,PEOPLE FOR PLATTS COMMITTEE
